Name,Description,URL,Created At,Updated At,Homepage,Size,Stars,Forks,Issues,Watchers,Language,License,Topics,Has Issues,Has Projects,Has Downloads,Has Wiki,Has Pages,Has Discussions,Is Fork,Is Archived,Is Template,Default Branch
quill,Quill is a modern WYSIWYG editor built for compatibility and extensibility.,https://github.com/quilljs/quill,2012-07-30T23:23:18Z,2023-09-21T11:33:53Z,https://quilljs.com,15409,36988,3129,1352,36988,TypeScript,BSD-3-Clause,"['editor', 'quill', 'rich-text-editor', 'wysiwyg']",True,False,True,False,True,False,False,False,False,develop
open-source-mac-os-apps,🚀 Awesome list of open source applications for macOS. https://t.me/s/opensourcemacosapps,https://github.com/serhii-londar/open-source-mac-os-apps,2017-11-03T02:35:33Z,2023-09-21T08:39:44Z,,5871,36860,2224,93,36860,,CC0-1.0,"['applications', 'apps', 'awesome', 'awesome-list', 'c', 'c-plus-plus', 'hacktoberfest', 'javascript', 'mac', 'macos', 'macos-application', 'macosx', 'objective-c', 'open-source', 'opensource', 'python', 'ruby', 'swift']",True,True,True,True,True,True,False,False,False,master
MPAndroidChart,"A powerful 🚀 Android chart view / graph view library, supporting line- bar- pie- radar- bubble- and candlestick charts as well as scaling, panning and animations.",https://github.com/PhilJay/MPAndroidChart,2014-04-25T14:29:47Z,2023-09-21T09:29:42Z,,21720,36817,9001,2137,36817,Java,NOASSERTION,"['android', 'chart', 'graph', 'java', 'mpandroidchart']",True,True,True,True,False,False,False,False,False,master
react-hook-form,📋 React Hooks for form state management and validation (Web + React Native),https://github.com/react-hook-form/react-hook-form,2019-03-05T23:47:10Z,2023-09-21T11:44:44Z,https://react-hook-form.com,27824,36810,1845,30,36810,TypeScript,MIT,"['dx', 'form-builder', 'forms', 'react-hooks', 'react-native', 'reactjs', 'typescript', 'ux', 'validation']",True,True,True,False,False,True,False,False,False,master
spark,Apache Spark - A unified analytics engine for large-scale data processing,https://github.com/apache/spark,2014-02-25T08:00:08Z,2023-09-21T10:51:38Z,https://spark.apache.org/,433202,36774,27684,249,36774,Scala,Apache-2.0,"['big-data', 'java', 'jdbc', 'python', 'r', 'scala', 'spark', 'sql']",False,True,True,False,False,False,False,False,False,master
json,JSON for Modern C++,https://github.com/nlohmann/json,2013-07-04T08:47:49Z,2023-09-21T11:45:17Z,https://json.nlohmann.me,180799,36666,6255,121,36666,C++,MIT,"['bson', 'cbor', 'header-only', 'json', 'json-diff', 'json-merge-patch', 'json-parser', 'json-patch', 'json-pointer', 'json-serialization', 'messagepack', 'msgpack', 'rfc-6901', 'rfc-6902', 'rfc-7049', 'rfc-7159', 'rfc-8259', 'stl-containers', 'ubjson']",True,True,True,False,True,True,False,False,False,develop
kubernetes-the-hard-way,Bootstrap Kubernetes the hard way on Google Cloud Platform. No scripts.,https://github.com/kelseyhightower/kubernetes-the-hard-way,2016-07-07T14:15:27Z,2023-09-21T10:55:01Z,,659,36533,12658,160,36533,,Apache-2.0,[],True,True,True,True,False,False,False,False,False,master
freecodecamp.cn,FCC China open source codebase and curriculum. Learn to code and help nonprofits.,https://github.com/FreeCodeCampChina/freecodecamp.cn,2016-09-30T03:13:43Z,2023-09-21T11:37:52Z,https://fcc.asia/,30959,36528,1374,152,36528,CSS,NOASSERTION,"['career', 'certification', 'cn-freecodecamp', 'community', 'curriculum', 'd3', 'education', 'freecodecamp', 'javascript', 'learn-to-code', 'math', 'nodejs', 'nonprofits', 'react']",True,True,True,True,False,False,False,False,False,dev
starship,"☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!",https://github.com/starship/starship,2019-04-02T03:23:12Z,2023-09-21T11:02:33Z,https://starship.rs,32914,36468,1549,608,36468,Rust,ISC,"['bash', 'fish', 'fish-prompt', 'fish-theme', 'oh-my-zsh', 'powershell', 'rust', 'shell-prompt', 'starship', 'zsh', 'zsh-prompt', 'zsh-theme']",True,False,True,False,False,True,False,False,False,master
swiper,Most modern mobile touch slider with hardware accelerated transitions,https://github.com/nolimits4web/swiper,2012-03-14T19:11:45Z,2023-09-21T10:36:13Z,https://swiperjs.com,79190,36455,9769,182,36455,JavaScript,MIT,"['carousel', 'gallery', 'mobile', 'slider', 'swipe', 'swiper', 'touch', 'touch-events']",True,True,True,False,False,True,False,False,False,master
ailearning,AiLearning：数据分析+机器学习实战+线性代数+PyTorch+NLTK+TF2,https://github.com/apachecn/ailearning,2017-02-25T08:53:02Z,2023-09-21T11:30:58Z,http://ailearning.apachecn.org/,171332,36446,11297,3,36446,Python,NOASSERTION,"['adaboost', 'apriori', 'deeplearning', 'dnn', 'fp-growth', 'kmeans', 'logistic', 'lstm', 'mahchine-leaning', 'naivebayes', 'nlp', 'pca', 'python', 'recommendedsystem', 'regression', 'rnn', 'scikit-learn', 'sklearn', 'svd', 'svm']",True,True,True,False,True,True,False,False,False,master
open-source-ios-apps,:iphone: Collaborative List of Open-Source iOS Apps,https://github.com/dkhamsing/open-source-ios-apps,2015-01-26T23:32:34Z,2023-09-21T11:21:42Z,,22796,36431,5176,2,36431,,CC0-1.0,"['app', 'apple', 'apple-tv', 'apple-watch', 'awesome', 'cocoapods', 'example', 'flutter', 'game', 'ios', 'ipad', 'iphone', 'list', 'objective-c', 'react-native', 'swift', 'swiftui', 'tvos', 'watchos']",True,False,True,True,False,False,False,False,False,master
type-challenges,Collection of TypeScript type challenges with online judge,https://github.com/type-challenges/type-challenges,2020-07-23T14:33:11Z,2023-09-21T10:40:37Z,https://tsch.js.org/,2556,36388,3879,26543,36388,TypeScript,MIT,"['challenges', 'type', 'type-system', 'typescript']",True,True,True,False,False,True,False,False,False,main
query,"🤖 Powerful asynchronous state management, server-state utilities and data fetching for the web. TS/JS, React Query, Solid Query, Svelte Query and Vue Query.",https://github.com/TanStack/query,2019-09-10T19:23:58Z,2023-09-21T11:09:32Z,https://tanstack.com/query,37652,36316,2391,41,36316,TypeScript,MIT,"['async', 'cache', 'data', 'fetch', 'graphql', 'hooks', 'query', 'react', 'rest', 'stale', 'stale-while-revalidate', 'update']",True,True,True,False,False,True,False,False,False,main
Deep-Learning-Papers-Reading-Roadmap,Deep Learning papers reading roadmap for anyone who are eager to learn this amazing tech!,https://github.com/floodsung/Deep-Learning-Papers-Reading-Roadmap,2016-10-14T11:49:48Z,2023-09-21T10:55:02Z,,3638,36311,7315,90,36311,Python,,['deep-learning'],True,True,True,True,False,False,False,False,False,master
jadx,Dex to Java decompiler,https://github.com/skylot/jadx,2013-03-18T17:08:21Z,2023-09-21T10:58:50Z,,20231,36275,4503,345,36275,Java,Apache-2.0,"['android', 'decompiler', 'dex', 'java']",True,False,True,True,False,False,False,False,False,master
weekly,科技爱好者周刊，每周五发布,https://github.com/ruanyf/weekly,2018-10-13T12:36:07Z,2023-09-21T11:14:31Z,,5884,36267,2440,2706,36267,,,[],True,True,True,True,False,False,False,False,False,master
video.js,Video.js - open source HTML5 video player,https://github.com/videojs/video.js,2010-05-14T18:45:10Z,2023-09-21T11:02:06Z,https://videojs.com,127193,36202,7427,476,36202,JavaScript,NOASSERTION,"['dash', 'hls', 'html', 'html5', 'html5-audio', 'html5-video', 'javascript', 'player', 'video', 'videojs']",True,True,False,True,True,True,False,False,False,main
annotated_deep_learning_paper_implementations,"🧑‍🏫 60 Implementations/tutorials of deep learning papers with side-by-side notes 📝; including transformers (original, xl, switch, feedback, vit, ...), optimizers (adam, adabelief, sophia, ...), gans(cyclegan, stylegan2, ...), 🎮 reinforcement learning (ppo, dqn), capsnet, distillation, ... 🧠",https://github.com/labmlai/annotated_deep_learning_paper_implementations,2020-08-25T02:29:34Z,2023-09-21T11:17:09Z,https://nn.labml.ai,149779,36179,3771,26,36179,Jupyter Notebook,MIT,"['attention', 'deep-learning', 'deep-learning-tutorial', 'gan', 'literate-programming', 'machine-learning', 'neural-networks', 'optimizers', 'pytorch', 'reinforcement-learning', 'transformer', 'transformers']",True,True,True,True,True,True,False,False,False,master
esbuild,An extremely fast bundler for the web,https://github.com/evanw/esbuild,2016-06-14T16:08:50Z,2023-09-21T10:43:52Z,https://esbuild.github.io/,18355,36076,1054,338,36076,Go,MIT,"['bundler', 'commonjs', 'compiler', 'css', 'esm', 'javascript', 'jsx', 'minifier', 'react', 'tsx', 'typescript']",True,False,True,False,False,False,False,False,False,main
php-src,The PHP Interpreter,https://github.com/php/php-src,2011-06-16T01:52:25Z,2023-09-21T07:35:39Z,https://www.php.net,520137,36046,7640,772,36046,C,NOASSERTION,[],True,False,True,False,False,False,False,False,False,master
cheat.sh,the only cheat sheet you need,https://github.com/chubin/cheat.sh,2017-05-07T21:40:56Z,2023-09-21T10:39:32Z,https://cheat.sh/,4558,36023,1738,123,36023,Python,MIT,"['cheatsheet', 'cli', 'command-line', 'curl', 'documentation', 'examples', 'hacktoberfest2021', 'help', 'terminal', 'tldr']",True,True,True,True,False,False,False,False,False,master
drawio,"draw.io is a JavaScript, client-side editor for general diagramming and whiteboarding",https://github.com/jgraph/drawio,2016-09-06T12:59:15Z,2023-09-21T05:46:55Z,https://www.drawio.com,1388684,35955,6983,354,35955,JavaScript,Apache-2.0,"['diagram', 'javascript', 'whiteboard']",True,True,True,True,True,True,False,False,False,dev
kong,🦍 The Cloud-Native API Gateway ,https://github.com/Kong/kong,2014-11-17T23:56:08Z,2023-09-21T10:59:15Z,https://konghq.com/install/#kong-community,30493,35924,4609,246,35924,Lua,Apache-2.0,"['api-gateway', 'api-management', 'apis', 'cloud-native', 'consul', 'devops', 'docker', 'iot', 'kong', 'kubernetes', 'kubernetes-ingress', 'kubernetes-ingress-controller', 'luajit', 'microservice', 'microservices', 'nginx', 'reverse-proxy', 'serverless', 'servicecontrol']",True,False,True,False,False,True,False,False,False,master
jeecg-boot,🔥「企业级低代码平台」前后端分离架构SpringBoot 2.x，SpringCloud，Ant Design&Vue，Mybatis，Shiro，JWT。强大的代码生成器让前后端代码一键生成，无需写任何代码! 引领新的开发模式OnlineCoding->代码生成->手工MERGE，帮助Java项目解决70%重复工作，让开发更关注业务，既能快速提高效率，帮助公司节省成本，同时又不失灵活性。,https://github.com/jeecgboot/jeecg-boot,2018-11-26T10:40:00Z,2023-09-21T11:41:42Z,http://www.jeecg.com,55173,35890,13891,60,35890,Java,Apache-2.0,"['activiti', 'ant-design', 'ant-design-vue', 'antd', 'codegenerator', 'flowable', 'java', 'jbpm', 'jeecg', 'jeecgboot', 'low-code', 'mybatis', 'shiro', 'spring', 'spring-boot', 'spring-cloud', 'springboot', 'springcloud', 'vue', 'vue3']",True,True,True,True,True,False,False,False,False,master
Prompt-Engineering-Guide,"🐙 Guides, papers, lecture, notebooks and resources for prompt engineering",https://github.com/dair-ai/Prompt-Engineering-Guide,2022-12-16T16:04:50Z,2023-09-21T11:22:34Z,https://www.promptingguide.ai/,10798,35862,3249,67,35862,MDX,MIT,"['chatgpt', 'deep-learning', 'language-model', 'openai', 'prompt-engineering']",True,True,True,True,False,False,False,False,False,main
monaco-editor,A browser based code editor,https://github.com/microsoft/monaco-editor,2016-06-07T16:56:31Z,2023-09-21T10:11:20Z,https://microsoft.github.io/monaco-editor/,137160,35638,3388,375,35638,JavaScript,MIT,"['browser', 'editor', 'monaco-editor', 'typescript', 'vscode']",True,False,True,True,True,True,False,False,False,main
manifesto,The OpenTF Manifesto expresses concern over HashiCorp's switch of the Terraform license from open-source to the Business Source License (BSL) and calls for the tool's return to a truly open-source license.,https://github.com/opentofu/manifesto,2023-08-13T16:17:24Z,2023-09-21T11:39:45Z,https://opentf.org,1823,35478,1093,48,35478,HTML,Apache-2.0,[],True,True,True,False,True,True,False,False,False,main
slate,Beautiful static documentation for your API,https://github.com/slatedocs/slate,2013-09-13T22:15:24Z,2023-09-21T10:47:02Z,https://slatedocs.github.io/slate,2423,35460,22188,56,35460,SCSS,Apache-2.0,"['api', 'api-documentation', 'slate', 'static-site-generator']",True,False,True,True,True,True,False,False,True,main
tabler,Tabler is free and open-source HTML Dashboard UI Kit built on Bootstrap,https://github.com/tabler/tabler,2018-02-01T09:08:59Z,2023-09-21T11:35:03Z,https://tabler.io,277679,35439,3751,89,35439,HTML,MIT,"['admin-dashboard', 'adminpanel', 'boilerplate-template', 'bootstrap', 'bootstrap4-theme', 'bootstrap5', 'css', 'dashboard', 'dashboard-templates', 'dashboards', 'html', 'html5', 'jekyll', 'modular', 'sass', 'scss', 'sponsors', 'themes', 'ui-kit', 'uikit']",True,True,True,False,True,True,False,False,False,dev
styleguide,Style guides for Google-originated open-source projects,https://github.com/google/styleguide,2015-05-20T19:18:59Z,2023-09-21T10:22:09Z,https://google.github.io/styleguide/,2700,35423,13331,323,35423,HTML,Apache-2.0,"['cpplint', 'style-guide', 'styleguide']",True,False,False,False,True,False,False,False,False,gh-pages
interview_internal_reference,2023年最新总结，阿里，腾讯，百度，美团，头条等技术面试题目，以及答案，专家出题人分析汇总。,https://github.com/0voice/interview_internal_reference,2019-06-10T06:54:19Z,2023-09-21T07:44:18Z,,1104,35409,9362,30,35409,Python,,"['cpu', 'high-performance', 'interview', 'mongodb', 'mysql', 'network', 'nginx', 'redis', 'storage', 'zookeeper']",True,True,True,True,False,False,False,False,False,master
wrk,Modern HTTP benchmarking tool,https://github.com/wg/wrk,2012-03-20T11:12:28Z,2023-09-21T11:32:37Z,,38743,35346,2849,187,35346,C,NOASSERTION,[],True,True,True,False,False,False,False,False,False,master
bert,TensorFlow code and pre-trained models for BERT,https://github.com/google-research/bert,2018-10-25T22:57:34Z,2023-09-21T11:02:22Z,https://arxiv.org/abs/1810.04805,317,35295,9373,873,35295,Python,Apache-2.0,"['google', 'natural-language-processing', 'natural-language-understanding', 'nlp', 'tensorflow']",True,True,True,True,False,False,False,False,False,master
zustand,🐻 Bear necessities for state management in React,https://github.com/pmndrs/zustand,2019-04-09T09:10:06Z,2023-09-21T10:03:56Z,https://zustand-demo.pmnd.rs/,6050,35260,1084,6,35260,TypeScript,MIT,"['hooks', 'react', 'react-context', 'reactjs', 'redux', 'state-management']",True,True,True,True,False,True,False,False,False,main
phaser,"Phaser is a fun, free and fast 2D game framework for making HTML5 games for desktop and mobile web browsers, supporting Canvas and WebGL rendering.",https://github.com/photonstorm/phaser,2013-04-12T12:27:51Z,2023-09-21T09:02:37Z,https://phaser.io,370432,35245,7059,131,35245,JavaScript,MIT,"['canvas', 'facebook-instant-games', 'game-development', 'game-frameworks', 'gamedev', 'html5-game-development', 'javascript', 'phaser', 'phaser-development', 'phaserjs', 'webgl']",True,False,True,False,False,True,False,False,False,master
Open-Assistant,"OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.",https://github.com/LAION-AI/Open-Assistant,2022-12-13T05:24:17Z,2023-09-21T11:34:23Z,https://open-assistant.io,51059,35189,3150,283,35189,Python,Apache-2.0,"['ai', 'assistant', 'chatgpt', 'discord-bot', 'language-model', 'machine-learning', 'nextjs', 'python', 'rlhf']",True,True,True,False,True,True,False,False,False,main
astro,"The web framework that scales with you — Build fast content sites, powerful web applications, dynamic server APIs, and everything in-between ⭐️ Star to support our work!",https://github.com/withastro/astro,2021-03-15T17:19:47Z,2023-09-21T11:22:35Z,https://astro.build,148209,35168,1816,171,35168,TypeScript,NOASSERTION,"['astro', 'blog', 'browser', 'components', 'hybrid', 'islands', 'node', 'server', 'static', 'static-site-generator', 'universal']",True,True,True,False,False,False,False,False,False,main
sentry,Developer-first error tracking and performance monitoring,https://github.com/getsentry/sentry,2010-08-30T22:06:41Z,2023-09-21T10:54:46Z,https://sentry.io,425570,35140,3929,1655,35140,Python,NOASSERTION,"['apm', 'crash-reporting', 'crash-reports', 'csp-report', 'devops', 'django', 'error-logging', 'error-monitoring', 'hacktoberfest', 'monitor', 'monitoring', 'python', 'sentry', 'tag-production']",True,False,True,False,False,True,False,False,False,master
preact,⚛️ Fast 3kB React alternative with the same modern API. Components & Virtual DOM.,https://github.com/preactjs/preact,2015-09-11T02:40:18Z,2023-09-21T11:02:23Z,https://preactjs.com,14995,35038,1943,248,35038,JavaScript,MIT,"['components', 'dom', 'jsx', 'preact', 'react', 'vdom', 'virtual-dom']",True,True,True,True,True,True,False,False,False,main
lerna,":dragon: Lerna is a fast, modern build system for managing and publishing multiple JavaScript/TypeScript packages from the same repository.",https://github.com/lerna/lerna,2015-12-04T09:36:55Z,2023-09-21T11:05:42Z,https://lerna.js.org,35174,34932,2330,331,34932,TypeScript,MIT,"['lerna', 'monorepo', 'npm', 'package', 'publishing']",True,False,True,False,False,True,False,False,False,main
tutorials,"Just Announced - ""Learn Spring Security OAuth"": ",https://github.com/eugenp/tutorials,2013-04-29T18:26:36Z,2023-09-21T10:23:03Z,http://bit.ly/github-lsso,378626,34904,54050,73,34904,Java,MIT,[],True,True,True,True,False,False,False,False,False,master
ant-design-pro,👨🏻‍💻👩🏻‍💻 Use Ant Design like a Pro!,https://github.com/ant-design/ant-design-pro,2017-08-25T10:40:44Z,2023-09-21T10:47:06Z,https://pro.ant.design,7884,34881,8027,390,34881,TypeScript,MIT,"['admin', 'ant-design', 'antd', 'antv', 'boilerplate', 'dashboard', 'enterprise', 'react', 'umi']",True,True,True,True,True,True,False,False,True,master
tidb,"TiDB is an open-source, cloud-native, distributed, MySQL-Compatible database for elastic scale and real-time analytics. Try AI-powered Chat2Query free at : https://tidbcloud.com/free-trial",https://github.com/pingcap/tidb,2015-09-06T04:01:52Z,2023-09-21T09:37:07Z,https://pingcap.com,439362,34863,5609,4339,34863,Go,Apache-2.0,"['cloud-native', 'database', 'distributed-database', 'distributed-transactions', 'go', 'hacktoberfest', 'htap', 'mysql', 'mysql-compatibility', 'scale', 'serverless', 'sql', 'tidb']",True,True,True,True,False,False,False,False,False,master
pure-bash-bible,📖 A collection of pure bash alternatives to external processes.,https://github.com/dylanaraps/pure-bash-bible,2018-06-13T01:39:33Z,2023-09-21T11:40:00Z,,232,34744,3171,60,34744,Shell,MIT,"['bash', 'bible', 'book', 'guide', 'handbook', 'how-to', 'learning', 'list', 'reference', 'script', 'shell', 'shell-scripts']",True,False,True,False,False,False,False,False,False,master
fullPage.js,fullPage plugin by Alvaro Trigo. Create full screen pages fast and simple,https://github.com/alvarotrigo/fullPage.js,2013-09-20T11:58:29Z,2023-09-21T04:56:07Z,http://alvarotrigo.com/fullPage/,16810,34727,7425,189,34727,JavaScript,GPL-3.0,"['fullpage', 'fullscreen', 'javascript', 'jquery', 'mousewheel', 'onepage', 'scrolling', 'sections', 'slide', 'slideshow', 'snap', 'swipe']",True,True,True,True,False,False,False,False,False,master
v,"Simple, fast, safe, compiled language for developing maintainable software. Compiles itself in <1s with zero library dependencies. Supports automatic C => V translation. https://vlang.io",https://github.com/vlang/v,2019-02-08T02:57:06Z,2023-09-21T09:15:19Z,,65436,34609,2106,843,34609,V,MIT,"['compiler', 'language', 'programming-language', 'v']",True,True,True,True,False,True,False,False,False,master
awesome-cheatsheets,"👩‍💻👨‍💻 Awesome cheatsheets for popular programming languages, frameworks and development tools. They include everything you should know in one single file.",https://github.com/LeCoupa/awesome-cheatsheets,2017-11-09T02:47:15Z,2023-09-21T10:30:23Z,https://lecoupa.github.io/awesome-cheatsheets/,8935,34609,5681,88,34609,JavaScript,MIT,"['backend', 'bash', 'cheatsheet', 'cheatsheets', 'database', 'django', 'docker', 'feathersjs', 'frontend', 'javascript', 'kubernetes', 'language', 'nodejs', 'php', 'programming-language', 'redis', 'sailsjs', 'vim', 'vuejs', 'xcode']",True,True,True,True,True,False,False,False,False,master
node-v0.x-archive,Moved to https://github.com/nodejs/node,https://github.com/nodejs/node-v0.x-archive,2009-05-27T16:29:46Z,2023-09-21T04:13:46Z,,144238,34536,7522,0,34536,,,[],True,True,False,True,False,False,False,True,False,moved
og-aws,📙 Amazon Web Services — a practical guide,https://github.com/open-guides/og-aws,2016-07-13T17:30:16Z,2023-09-21T10:58:39Z,,7680,34525,3774,150,34525,Shell,CC-BY-4.0,[],True,True,True,False,False,False,False,False,False,master
iina,The modern video player for macOS.,https://github.com/iina/iina,2016-12-19T07:18:45Z,2023-09-21T06:20:38Z,https://iina.io,266943,34494,2479,1651,34494,Swift,GPL-3.0,"['hacktoberfest', 'macos', 'mpv', 'swift', 'video', 'video-player']",True,False,True,True,False,True,False,False,False,develop
JavaFamily,【Java面试+Java学习指南】 一份涵盖大部分Java程序员所需要掌握的核心知识。,https://github.com/AobingJava/JavaFamily,2019-11-12T04:26:18Z,2023-09-21T09:37:57Z,,437,34456,7723,1,34456,,,"['interview', 'java', 'java8', 'jvm', 'mysql', 'redis', 'rocketmq', 'system', 'zookeeper']",True,True,True,True,False,False,False,False,False,master
chakra-ui,"⚡️ Simple, Modular & Accessible UI Components for your React Applications",https://github.com/chakra-ui/chakra-ui,2019-08-17T14:27:54Z,2023-09-21T10:54:50Z,https://chakra-ui.com,126694,34413,3033,219,34413,TypeScript,MIT,"['a11y', 'accessible', 'chakra-ui', 'dark-mode', 'react', 'react-components', 'reactjs', 'ui-components', 'ui-library', 'uikit', 'wai-aria']",True,True,True,True,False,True,False,False,False,main
koa,Expressive middleware for node.js using ES2017 async functions,https://github.com/koajs/koa,2013-07-20T18:53:45Z,2023-09-21T09:16:44Z,https://koajs.com,3740,34356,3302,59,34356,JavaScript,MIT,['koa'],True,False,True,True,False,True,False,False,False,master
ChatGLM-6B,ChatGLM-6B: An Open Bilingual Dialogue Language Model | 开源双语对话语言模型,https://github.com/THUDM/ChatGLM-6B,2023-03-13T12:00:18Z,2023-09-21T11:25:34Z,,9348,34356,4627,527,34356,Python,Apache-2.0,[],True,True,True,False,False,True,False,False,False,main
hackathon-starter,A boilerplate for Node.js web applications,https://github.com/sahat/hackathon-starter,2013-11-13T17:24:12Z,2023-09-20T21:52:41Z,,13849,34348,8153,11,34348,JavaScript,MIT,"['boilerplate', 'hackathon', 'hacktoberfest', 'nodejs', 'oauth2', 'starter-kit']",True,False,True,False,False,False,False,False,False,master
nativefier,Make any web page a desktop application,https://github.com/nativefier/nativefier,2015-07-05T05:56:42Z,2023-09-21T09:30:54Z,,6430,34268,2150,259,34268,TypeScript,MIT,"['desktop-application', 'electron', 'linux', 'macos', 'nodejs', 'windows']",True,False,True,False,False,False,False,False,False,master
wtfpython,What the f*ck Python? 😱,https://github.com/satwikkansal/wtfpython,2017-08-28T20:22:19Z,2023-09-21T10:36:18Z,,1192,34263,2632,74,34263,Python,WTFPL,"['documentation', 'gotchas', 'interview-questions', 'pitfalls', 'python', 'python-interview-questions', 'snippets', 'wats', 'wtf']",True,True,True,True,False,False,False,False,False,master
lottie-android,"Render After Effects animations natively on Android and iOS, Web, and React Native",https://github.com/airbnb/lottie-android,2016-10-06T22:42:42Z,2023-09-21T10:53:44Z,http://airbnb.io/lottie/,136611,34238,5389,37,34238,Java,Apache-2.0,"['after-effects', 'airbnb', 'android', 'animation', 'lottie']",True,False,True,False,False,False,False,False,False,master
deeplearningbook-chinese,Deep Learning Book Chinese Translation,https://github.com/exacity/deeplearningbook-chinese,2016-12-07T11:46:51Z,2023-09-21T10:05:48Z,https://exacity.github.io/deeplearningbook-chinese,8908,34197,9117,65,34197,TeX,,[],True,True,True,True,True,False,False,False,False,master
Made-With-ML,"Learn how to design, develop, deploy and iterate on production-grade ML applications.",https://github.com/GokuMohandas/Made-With-ML,2018-11-05T03:44:27Z,2023-09-21T11:15:04Z,https://madewithml.com,3860,34172,5569,1,34172,Jupyter Notebook,MIT,"['data-engineering', 'data-quality', 'data-science', 'deep-learning', 'distributed-ml', 'distributed-training', 'llms', 'machine-learning', 'mlops', 'natural-language-processing', 'python', 'pytorch', 'ray']",True,True,True,True,False,False,False,False,False,main
cs-self-learning,计算机自学指南,https://github.com/PKUFlyingPig/cs-self-learning,2021-10-20T13:43:42Z,2023-09-21T11:20:24Z,https://csdiy.wiki,35737,34137,4507,82,34137,HTML,MIT,[],True,True,True,True,True,True,False,False,False,master
metabase,"The simplest, fastest way to get business intelligence and analytics to everyone in your company :yum:",https://github.com/metabase/metabase,2015-02-02T19:25:47Z,2023-09-21T09:19:37Z,https://metabase.com,433781,34109,4645,3264,34109,Clojure,NOASSERTION,"['analytics', 'bi', 'business-intelligence', 'businessintelligence', 'clojure', 'dashboard', 'data', 'data-analysis', 'data-visualization', 'database', 'metabase', 'mysql', 'postgres', 'postgresql', 'reporting', 'slack', 'sql-editor', 'visualization']",True,True,True,True,False,False,False,False,False,master
TaskMatrix,,https://github.com/microsoft/TaskMatrix,2023-03-02T09:04:28Z,2023-09-21T10:34:20Z,,41168,34093,3314,240,34093,Python,NOASSERTION,[],True,True,True,True,False,False,False,False,False,main
shadowsocks-android,A shadowsocks client for Android,https://github.com/shadowsocks/shadowsocks-android,2012-12-16T13:40:29Z,2023-09-21T09:39:02Z,,53585,33976,11645,40,33976,Kotlin,NOASSERTION,"['android', 'shadowsocks']",True,True,True,True,False,True,False,False,False,master
glide,An image loading and caching library for Android focused on smooth scrolling,https://github.com/bumptech/glide,2013-07-08T22:52:33Z,2023-09-21T10:01:14Z,https://bumptech.github.io/glide/,95839,33922,6102,454,33922,Java,NOASSERTION,"['android', 'disk-cache', 'gif', 'glide', 'imageloader']",True,True,True,True,True,False,False,False,False,master
prisma,"Next-generation ORM for Node.js & TypeScript | PostgreSQL, MySQL, MariaDB, SQL Server, SQLite, MongoDB and CockroachDB",https://github.com/prisma/prisma,2019-06-20T13:33:47Z,2023-09-21T09:11:35Z,https://www.prisma.io,102763,33885,1319,2915,33885,TypeScript,Apache-2.0,"['cockroachdb', 'database', 'javascript', 'mariadb', 'mongo', 'mongodb', 'mongodb-orm', 'mssql', 'mysql', 'nodejs', 'orm', 'postgres', 'postgresql', 'prisma', 'prisma-client', 'query-builder', 'sql-server', 'sqlite', 'sqlserver', 'typescript']",True,True,True,False,True,True,False,False,False,main
dbeaver,Free universal database tool and SQL client,https://github.com/dbeaver/dbeaver,2015-10-21T08:26:28Z,2023-09-21T10:41:11Z,https://dbeaver.io,169859,33804,3030,1792,33804,Java,Apache-2.0,"['database', 'db2', 'dbeaver', 'erd', 'gui', 'java', 'mysql', 'nosql', 'oracle', 'postgresql', 'redshift', 'sql', 'sqlite', 'sqlserver']",True,True,True,True,True,True,False,False,False,devel
n8n,Free and source-available fair-code licensed workflow automation tool. Easily automate tasks across different services.,https://github.com/n8n-io/n8n,2019-06-22T09:24:21Z,2023-09-21T11:11:19Z,https://n8n.io,137897,33719,3923,249,33719,TypeScript,NOASSERTION,"['apis', 'automated', 'automation', 'cli', 'data-flow', 'development', 'docker', 'iaas', 'integration-framework', 'integrations', 'ipaas', 'low-code', 'low-code-development-platform', 'low-code-platform', 'n8n', 'node', 'self-hosted', 'typescript', 'workflow', 'workflow-automation']",True,True,True,True,True,False,False,False,False,master
istio,"Connect, secure, control, and observe services.",https://github.com/istio/istio,2016-11-18T23:57:21Z,2023-09-21T11:10:50Z,https://istio.io,257169,33680,7354,586,33680,Go,Apache-2.0,"['api-management', 'circuit-breaker', 'consul', 'enforce-policies', 'envoy', 'fault-injection', 'kubernetes', 'lyft-envoy', 'microservice', 'microservices', 'nomad', 'polyglot-microservices', 'proxies', 'request-routing', 'resiliency', 'service-mesh']",True,False,True,True,False,True,False,False,False,master
gorm,"The fantastic ORM library for Golang, aims to be developer friendly",https://github.com/go-gorm/gorm,2013-10-25T08:31:38Z,2023-09-21T07:13:51Z,https://gorm.io,4517,33662,3713,276,33662,Go,MIT,"['go', 'golang', 'gorm', 'orm', 'web']",True,True,True,True,False,True,False,False,False,master
